station,name,state,lat,lon,date,tl_i,tl_ii,tl_iii,tlmax,tlmin,rr,rr_i,rr_iii,so_h,so_h_flag
182,Oberwölz,Steiermark,47.20206,14.28669,2025-07-14,13.4,20.8,15.3,25.4,11.0,,-1.0,9.2,5.3,0
183,Güssing,Burgenland,47.0625,16.32186,2025-07-14,20.2,31.6,20.5,31.6,14.5,,-1.0,4.9,10.4,0
184,Pitztaler Gletscher,Tirol,46.92706,10.87914,2025-07-14,6.0,5.8,5.4,6.6,4.4,,0.0,5.5,0.5,0
185,St.Jakob im Defereggental,Tirol,46.91694,12.35389,2025-07-14,12.8,15.1,15.4,20.3,7.0,,-1.0,2.5,4.4,0
187,Friesach,Kärnten,46.95861,14.40583,2025-07-14,17.2,19.2,16.5,28.0,12.9,,-1.0,9.5,6.2,0
188,Völkermarkt-Goldbrunnhof,Kärnten,46.670834,14.639167,2025-07-14,18.2,29.6,18.0,30.5,12.6,,-1.0,3.6,10.3,0
189,Melk,Niederösterreich,48.20972,15.33139,2025-07-14,20.0,26.3,21.7,28.7,14.1,,,,10.1,10
192,Wachtberg bei Steyr,Niederösterreich,48.0475,14.46111,2025-07-14,19.9,22.6,20.2,27.3,15.3,,0.5,,8.1,0
193,Jauerling,Niederösterreich,48.33447,15.33911,2025-07-14,18.6,22.2,17.0,24.1,16.3,,-1.0,-1.0,9.1,0
195,Mittersill,Salzburg,47.279167,12.495833,2025-07-14,13.7,17.2,16.3,20.4,9.8,,-1.0,7.1,2.3,0
196,Patscherkofel,Tirol,47.20889,11.46222,2025-07-14,10.3,7.1,9.6,11.8,6.9,,-1.0,,3.8,0
197,Seibersdorf,Niederösterreich,47.975,16.504444,2025-07-14,19.9,30.6,24.1,31.0,15.0,,,-1.0,8.7,0
198,Pörtschach,Kärnten,46.63083,14.16528,2025-07-14,19.3,30.6,18.5,30.9,16.1,,,,9.0,0
199,Horn Wasserwerk,Niederösterreich,48.674999,15.643888,2025-07-14,19.7,29.7,23.3,30.5,11.9,,-1.0,-1.0,9.7,0
200,Gleisdorf,Steiermark,47.11556,15.70806,2025-07-14,19.3,28.7,20.4,29.7,13.3,,-1.0,2.2,8.7,0
202,Wörterberg,Burgenland,47.22619,16.09678,2025-07-14,19.1,29.2,19.4,29.9,14.0,,-1.0,12.0,9.4,0
203,Fresach,Kärnten,46.71528,13.68528,2025-07-14,17.2,27.3,19.4,28.7,12.6,,-1.0,0.5,7.0,0
204,Kremsmünster,Oberösterreich,48.055,14.13111,2025-07-14,19.1,23.1,20.8,27.1,16.5,,-1.0,,7.0,0
205,Feuerkogel,Oberösterreich,47.81667,13.71778,2025-07-14,14.7,11.8,11.8,16.6,10.8,,-1.0,3.7,2.9,0
206,Loibl Tunnel,Kärnten,46.44389,14.24917,2025-07-14,15.5,22.6,14.7,23.8,12.0,,-1.0,,8.5,0
210,St.Leonhard im Pitztal,Tirol,47.02722,10.86556,2025-07-14,11.4,15.5,13.3,16.2,9.3,,,5.3,0.1,0
213,Sonnblick,Salzburg,47.05417,12.9575,2025-07-14,3.4,4.9,2.4,6.9,2.3,,-1.0,6.1,,0
214,Söll,Tirol,47.50306,12.20028,2025-07-14,17.9,18.5,18.5,21.1,13.2,,0.2,,3.1,0
215,Gars am Kamp,Niederösterreich,48.59194,15.7,2025-07-14,19.6,28.7,23.7,30.0,12.1,,-1.0,-1.0,10.2,0
217,Kapfenberg Flugfeld,Steiermark,47.45833,15.33556,2025-07-14,15.8,19.0,19.1,27.4,13.5,,-1.0,10.5,4.4,0
218,Andau,Burgenland,47.77,17.03556,2025-07-14,21.4,31.3,25.6,31.8,13.9,,1.5,-1.0,11.6,0
220,Gaschurn,Vorarlberg,46.980278,10.031667,2025-07-14,15.0,19.3,16.2,20.6,13.9,,-1.0,2.2,0.8,0
221,Stockerau,Niederösterreich,48.409833,16.190861,2025-07-14,20.4,25.1,23.3,29.7,14.5,,-1.0,-1.0,10.1,0
222,Wolkersdorf,Niederösterreich,48.388056,16.508889,2025-07-14,22.5,25.6,23.9,30.9,13.4,,,-1.0,9.6,0
500,Litschau,Niederösterreich,48.95464,15.03831,2025-07-14,20.5,26.2,19.1,27.4,12.9,,-1.0,-1.0,7.8,0
726,Raabs an der Thaya,Niederösterreich,48.84806,15.50194,2025-07-14,20.9,28.6,21.4,28.8,12.3,,-1.0,0.3,8.6,0
901,Retz,Niederösterreich,48.75361,15.95,2025-07-14,,,,,,,-1.0,0.0,,0
905,Retz,Niederösterreich,48.76111,15.94167,2025-07-14,20.2,29.5,24.2,30.3,16.6,,-1.0,-1.0,9.5,0
1401,Kollerschlag,Oberösterreich,48.60278,13.83917,2025-07-14,19.0,20.4,17.7,23.9,14.0,,-1.0,,8.5,0
1416,Rohrbach,Oberösterreich,48.56722,14.00444,2025-07-14,18.5,19.7,19.0,25.1,13.0,,-1.0,0.1,7.8,0
1602,Freistadt,Oberösterreich,48.49472,14.50639,2025-07-14,17.9,23.3,19.3,26.0,12.2,,-1.0,0.3,7.9,0
1730,Schwarzau im Freiwald,Niederösterreich,48.668056,14.739445,2025-07-14,19.3,22.2,18.0,24.4,5.4,,-1.0,-1.0,,0
1802,Weitra,Niederösterreich,48.70222,14.89861,2025-07-14,22.0,25.9,20.1,27.2,14.8,,-1.0,0.3,8.5,0
1906,Allentsteig,Niederösterreich,48.69083,15.36694,2025-07-14,20.0,26.5,20.2,26.9,17.0,,-1.0,-1.0,8.5,0
1920,Stift Zwettl,Niederösterreich,48.61778,15.20361,2025-07-14,16.5,27.4,21.1,28.1,10.4,,-1.0,-1.0,9.0,0
2116,Gars am Kamp,Niederösterreich,48.59194,15.7,2025-07-14,19.6,28.7,23.7,30.0,12.1,,-1.0,-1.0,10.2,0
2117,Horn Wasserwerk,Niederösterreich,48.674999,15.643888,2025-07-14,19.7,29.7,23.3,30.5,11.9,,-1.0,-1.0,9.7,0
2207,Schöngrabern,Niederösterreich,48.60333,16.06167,2025-07-14,22.2,28.6,24.6,30.8,13.4,,-1.0,-1.0,9.9,0
2401,Laa an der Thaya Kläranlage,Niederösterreich,48.73139,16.38972,2025-07-14,18.0,28.0,26.0,30.7,14.4,,-1.0,-1.0,10.0,0
2415,Leiser Berge,Niederösterreich,48.55889,16.37167,2025-07-14,19.5,23.2,22.7,28.3,17.5,,-1.0,0.6,9.6,0
2430,Mistelbach,Niederösterreich,48.57083,16.60944,2025-07-14,20.5,22.2,24.9,31.5,13.1,,-1.0,10.2,9.5,0
2503,Poysdorf Ost,Niederösterreich,48.66917,16.6375,2025-07-14,21.1,27.3,26.3,31.0,14.3,,-1.0,-1.0,9.6,0
2602,Hohenau,Niederösterreich,48.605835,16.913055,2025-07-14,19.6,30.4,27.2,31.4,13.9,,-1.0,-1.0,9.9,0
2902,Reichersberg,Oberösterreich,48.33111,13.37611,2025-07-14,21.1,23.4,21.3,26.6,14.4,,-1.0,0.0,6.3,0
2910,Schärding,Oberösterreich,48.46428,13.43453,2025-07-14,19.7,23.6,21.8,26.7,14.8,,-1.0,0.0,5.8,0
3111,Waizenkirchen,Oberösterreich,48.32656,13.86458,2025-07-14,,,,,,,,,7.0,10
3202,Linz Stadt,Oberösterreich,48.29639,14.28528,2025-07-14,19.7,22.2,21.7,27.3,16.6,,-1.0,4.4,7.4,0
3315,Reichenau im Mühlkreis,Oberösterreich,48.45917,14.34556,2025-07-14,20.5,,17.7,24.6,13.2,,-1.0,6.3,7.3,0
3425,Bad Zell,Oberösterreich,48.355,14.66361,2025-07-14,18.0,24.1,18.8,26.3,13.4,,-1.0,0.0,8.1,0
3520,Bärnkopf,Niederösterreich,48.39111,15.00278,2025-07-14,18.7,21.4,16.4,22.7,15.4,,-1.0,0.5,7.7,0
3702,Jauerling Gipfel,Niederösterreich,48.33447,15.33911,2025-07-14,18.6,22.2,17.0,24.1,16.3,,-1.0,-1.0,9.1,0
3805,Krems,Niederösterreich,48.41861,15.62222,2025-07-14,20.0,30.3,24.5,31.4,13.6,,-1.0,-1.0,10.0,0
3811,Langenlois,Niederösterreich,48.4725,15.69722,2025-07-14,20.2,29.8,24.1,30.7,14.4,,-1.0,0.8,9.0,0
4026,Stockerau Flugplatz,Niederösterreich,48.409833,16.190861,2025-07-14,20.4,25.1,23.3,29.7,14.5,,-1.0,-1.0,10.1,0
4081,Langenlebarn,Niederösterreich,48.32389,16.11806,2025-07-14,21.4,23.5,23.5,,,,-1.0,,9.4,0
4115,Wien Stammersdorf,Wien,48.30581,16.40556,2025-07-14,21.3,21.4,23.5,30.9,14.4,,-1.0,1.3,9.7,0
4126,Wolkersdorf,Niederösterreich,48.388056,16.508889,2025-07-14,22.5,25.6,23.9,30.9,13.4,,,-1.0,9.6,0
4224,Gänserndorf Stadt,Niederösterreich,48.33778,16.71361,2025-07-14,20.6,29.8,24.5,31.3,14.4,,-1.0,-1.0,10.4,0
4305,Zwerndorf,Niederösterreich,48.33806,16.83139,2025-07-14,20.3,30.9,25.0,31.5,13.6,,-1.0,-1.0,10.8,0
4501,Ranshofen Braunau,Oberösterreich,48.22417,13.02833,2025-07-14,20.3,22.0,22.1,25.7,15.1,,0.3,,4.8,0
4515,Ostermiething,Oberösterreich,48.05306,12.83167,2025-07-14,20.6,21.3,20.6,26.7,14.9,,0.4,1.0,3.8,0
4601,Aspach,Oberösterreich,48.18306,13.3,2025-07-14,20.0,21.2,21.1,25.5,14.6,,-1.0,,4.6,0
4611,Mattighofen,Oberösterreich,48.09722,13.15111,2025-07-14,21.6,20.4,20.8,24.6,15.5,,0.2,,4.0,0
4705,Ried im Innkreis,Oberösterreich,48.21722,13.475,2025-07-14,20.0,22.4,21.4,26.1,15.6,,-1.0,-1.0,2.8,0
4802,Gallspach,Oberösterreich,48.20422,13.825,2025-07-14,20.5,21.6,20.9,26.0,15.4,,0.3,,5.0,0
4815,Wolfsegg,Oberösterreich,48.10542,13.67092,2025-07-14,19.0,19.4,18.6,23.7,17.6,,-1.0,1.3,4.8,0
4821,Vöcklabruck,Oberösterreich,48.0075,13.645833,2025-07-14,18.8,20.8,19.8,25.3,15.5,,-1.0,,,0
4905,Wels-Schleißheim,Oberösterreich,48.16278,14.07139,2025-07-14,19.7,23.0,20.6,26.6,15.2,,0.8,5.3,6.4,0
5000,Linz Hörsching Flughafen,Oberösterreich,48.23528,14.18806,2025-07-14,19.2,23.5,21.3,27.1,14.3,,-1.0,-1.0,6.6,0
5012,Kremsmünster,Oberösterreich,48.055,14.13111,2025-07-14,19.1,23.1,20.8,27.1,16.5,,-1.0,,7.0,0
5116,Wachtberg bei Steyr,Niederösterreich,48.0475,14.46111,2025-07-14,19.9,22.6,20.2,27.3,15.3,,0.5,,8.1,0
5130,Enns,Oberösterreich,48.19583,14.45028,2025-07-14,20.0,23.9,21.3,27.1,14.5,,-1.0,-1.0,7.8,0
5316,Amstetten,Niederösterreich,48.10889,14.895,2025-07-14,20.4,,19.5,,,,-1.0,0.1,7.0,0
5412,Oberndorf an der Melk,Niederösterreich,48.06239,15.21381,2025-07-14,20.0,22.0,21.9,28.4,14.4,,-1.0,2.0,7.7,0
5413,Melk,Niederösterreich,48.20972,15.33139,2025-07-14,20.0,26.3,21.7,28.7,14.1,,,,10.1,10
5421,Wieselburg,Niederösterreich,48.12731,15.14672,2025-07-14,19.2,25.4,21.7,29.5,14.6,,0.6,-1.0,6.6,0
5609,St. Pölten Landhaus,Niederösterreich,48.19972,15.63111,2025-07-14,19.6,29.1,22.5,29.5,16.1,,-1.0,-1.0,9.4,0
5625,Lilienfeld-Tarschberg,Niederösterreich,48.02806,15.5875,2025-07-14,15.9,24.7,19.1,25.3,13.9,,-1.0,-1.0,8.1,0
5701,Klausen Leopoldsdorf,Niederösterreich,48.08864,16.00161,2025-07-14,19.9,27.4,21.9,29.2,10.1,,-1.0,-1.0,10.3,0
5735,Buchberg,Niederösterreich,48.21362,15.94495,2025-07-14,20.1,27.6,20.8,28.1,17.8,,-1.0,-1.0,10.4,0
5802,Wien Jubliäumswarte,Wien,48.22111,16.26528,2025-07-14,,,,,,,-1.0,-1.0,9.6,0
5805,Wien Mariabrunn,Wien,48.20694,16.22944,2025-07-14,23.0,27.8,23.0,31.3,13.1,,-1.0,-1.0,8.3,0
5820,Brunn am Gebirge,Niederösterreich,48.10694,16.27,2025-07-14,22.2,28.8,22.8,30.5,16.0,,-1.0,-1.0,9.8,0
5882,Gumpoldskirchen,Niederösterreich,48.03583,16.28083,2025-07-14,20.0,28.9,23.8,30.3,13.9,,-1.0,-1.0,9.5,0
5904,Wien Hohe Warte,Wien,48.24861,16.35639,2025-07-14,22.8,20.6,23.2,31.4,16.3,,-1.0,6.0,9.9,0
5917,Wien Unterlaa,Wien,48.125,16.41944,2025-07-14,20.5,28.8,23.7,31.4,14.8,,-1.0,-1.0,9.6,0
5925,Wien Innere Stadt,Wien,48.19833,16.36694,2025-07-14,22.3,27.3,24.3,31.4,18.3,,-1.0,-1.0,9.8,0
5935,Wien Donaufeld,Wien,48.25722,16.43139,2025-07-14,23.2,25.2,24.0,32.4,16.1,,-1.0,1.2,8.4,0
5972,Groß-Enzersdorf,Niederösterreich,48.19975,16.55917,2025-07-14,21.1,29.8,24.3,30.6,14.8,,-1.0,1.9,9.3,0
5990,Schwechat Flughafen,Niederösterreich,48.1175,16.58139,2025-07-14,20.9,30.4,24.6,30.9,14.7,,-1.0,-1.0,9.0,0
6102,Bruckneudorf,Burgenland,48.01278,16.845,2025-07-14,20.9,30.0,24.6,30.3,15.1,,-1.0,-1.0,8.9,0
6111,Bad Deutsch-Altenburg,Niederösterreich,48.13647,16.90675,2025-07-14,19.7,29.5,25.0,30.6,15.3,,-1.0,-1.0,8.2,0
6300,Salzburg Flughafen,Salzburg,47.78944,13.00861,2025-07-14,19.0,20.1,19.0,22.9,16.4,,-1.0,2.8,2.9,0
6305,Salzburg Freisaal,Salzburg,47.79111,13.05417,2025-07-14,19.5,20.1,19.2,22.8,16.7,,-1.0,,1.8,0
6415,Mattsee,Salzburg,47.97722,13.10556,2025-07-14,20.7,19.7,20.0,24.0,18.4,,-1.0,0.9,3.6,0
6430,Kolomansberg,Salzburg,47.87772,13.27519,2025-07-14,17.6,15.3,15.5,19.4,13.9,,,,2.7,0
6512,Mondsee,Oberösterreich,47.85083,13.34722,2025-07-14,19.3,20.8,19.7,24.6,15.6,,-1.0,,2.4,0
6540,Unterach am Attersee,Oberösterreich,47.802776,13.483611,2025-07-14,18.1,20.9,18.7,24.2,16.2,,-1.0,1.2,2.0,0
6611,Feuerkogel,Oberösterreich,47.81667,13.71778,2025-07-14,14.7,11.8,11.8,16.6,10.8,,-1.0,3.7,2.9,0
6621,Altmünster,Oberösterreich,47.87917,13.77333,2025-07-14,18.3,21.1,18.3,25.9,15.4,,-1.0,1.5,3.2,0
6804,Micheldorf,Oberösterreich,47.88388,14.117222,2025-07-14,18.1,23.2,18.2,25.7,16.2,,-1.0,,4.9,0
7002,Weyer,Oberösterreich,47.85719,14.66572,2025-07-14,17.9,19.2,17.7,27.0,13.4,,-1.0,,5.3,0
7013,Waidhofen an der Ybbs,Niederösterreich,47.94556,14.80972,2025-07-14,17.6,19.5,18.0,28.2,15.2,,,2.2,6.2,0
7110,Lunz am See,Niederösterreich,47.85436,15.06758,2025-07-14,13.2,23.8,17.0,25.7,9.9,,,8.8,5.4,0
7221,Mariazell/St. Sebastian,Steiermark,47.78917,15.30222,2025-07-14,11.3,21.5,16.8,24.0,10.5,,0.2,5.3,4.8,0
7301,Kernhof-St. Aegyd am Neuwalde,Niederösterreich,47.819333,15.547972,2025-07-14,15.6,19.5,18.1,26.0,9.5,,,,,0
7305,Krumbach,Niederösterreich,47.52806,16.18667,2025-07-14,17.6,27.1,19.5,28.5,11.4,,,2.2,4.9,0
7505,Puchberg am Schneeberg,Niederösterreich,47.79028,15.90694,2025-07-14,15.2,25.6,21.2,28.0,9.4,,,-1.0,7.2,0
7531,Hohe Wand Hochkogelhaus,Niederösterreich,47.82222,16.035,2025-07-14,20.4,24.7,17.5,26.0,14.3,,-1.0,0.1,7.9,0
7604,Wiener Neustadt Flugplatz,Niederösterreich,47.83233,16.23147,2025-07-14,20.8,30.9,24.1,31.4,13.7,,,-1.0,8.7,0
7610,Gutenstein Mariahilfberg,Niederösterreich,47.87139,15.87611,2025-07-14,15.9,25.6,18.6,26.7,11.1,,,2.7,8.2,0
7641,Berndorf,Niederösterreich,47.93917,16.10111,2025-07-14,19.3,29.8,22.4,30.2,11.9,,,-1.0,9.6,0
7653,Bad Vöslau,Niederösterreich,47.961111,16.209444,2025-07-14,21.7,29.6,23.3,31.0,15.6,,-1.0,-1.0,,0
7704,Eisenstadt Nordost,Burgenland,47.85417,16.53833,2025-07-14,20.2,30.8,24.5,31.2,15.3,,-1.0,-1.0,9.3,0
7710,Seibersdorf,Niederösterreich,47.975,16.504444,2025-07-14,19.9,30.6,24.1,31.0,15.0,,,-1.0,8.7,0
7714,Hornstein,Burgenland,47.877606,16.452103,2025-07-14,20.6,29.5,23.4,29.7,14.8,,-1.0,,10.7,0
7890,Neusiedl am See,Burgenland,47.94917,16.82889,2025-07-14,20.9,30.2,25.6,30.9,14.6,,-1.0,-1.0,9.5,0
7906,Neusiedl am See,Burgenland,47.95083,16.84167,2025-07-14,,,,,,,,,,0
7912,Podersdorf Strandbad,Burgenland,47.86611,16.83444,2025-07-14,20.6,30.4,25.7,30.6,14.9,,-1.0,-1.0,10.9,0
7956,Andau,Burgenland,47.77,17.03556,2025-07-14,21.4,31.3,25.6,31.8,13.9,,1.5,-1.0,11.6,0
8301,Sulzberg,Vorarlberg,47.52194,9.91416,2025-07-14,16.6,18.8,20.1,22.5,14.5,,,,4.9,0
8806,Achenkirch,Tirol,47.49944,11.70667,2025-07-14,14.3,17.1,16.8,18.2,11.0,,,,0.6,0
8807,Achenkirch,Tirol,47.5075,11.700833,2025-07-14,,,,,,,,,,0
9016,Kufstein,Tirol,47.57528,12.16278,2025-07-14,18.3,19.9,20.1,22.6,15.1,,0.2,1.6,2.8,0
9019,Söll,Tirol,47.50306,12.20028,2025-07-14,17.9,18.5,18.5,21.1,13.2,,0.2,,3.1,0
9105,Kirchdorf in Tirol,Tirol,47.56611,12.46306,2025-07-14,17.2,18.7,17.6,21.6,12.5,,-1.0,9.9,,0
9110,Kössen,Tirol,47.66289,12.39381,2025-07-14,17.1,19.7,19.7,22.6,12.7,,-1.0,1.9,3.0,10
9211,Lofer Ort,Salzburg,47.58444,12.69528,2025-07-14,17.3,18.6,17.6,21.6,14.3,,-1.0,2.6,1.4,0
9215,Loferer Alm,Salzburg,47.59778,12.64611,2025-07-14,14.4,11.5,12.9,15.8,11.2,,-1.0,,2.4,0
9406,Golling,Salzburg,47.59114,13.18178,2025-07-14,18.6,17.9,18.1,22.4,15.5,,-1.0,23.2,2.7,0
9501,Abtenau,Salzburg,47.56667,13.34333,2025-07-14,16.0,16.8,17.0,22.2,12.0,,-1.0,11.6,3.5,0
9512,St. Wolfgang,Oberösterreich,47.74028,13.44194,2025-07-14,17.2,20.5,17.9,24.1,14.2,,-1.0,2.5,2.3,0
9609,Bad Goisern,Oberösterreich,47.62194,13.64472,2025-07-14,15.9,20.4,17.5,22.3,13.0,,,7.7,2.7,0
9618,Bad Ischl,Oberösterreich,47.70619,13.64714,2025-07-14,17.3,20.3,17.4,24.2,15.1,,-1.0,4.8,1.4,0
9643,Bad Aussee,Steiermark,47.6105,13.75844,2025-07-14,14.5,19.3,16.4,21.5,13.5,,-1.0,6.2,2.5,0
9700,Bad Mitterndorf,Steiermark,47.55333,13.93472,2025-07-14,13.7,18.3,16.1,22.2,13.0,,-1.0,6.7,2.1,0
9801,Aigen im Ennstal,Steiermark,47.53278,14.13826,2025-07-14,14.8,22.2,16.5,22.7,13.1,,-1.0,,3.0,0
9811,Irdning-Gumpenstein,Steiermark,47.495,14.09967,2025-07-14,14.7,22.2,16.3,22.5,11.4,,-1.0,8.5,4.3,0
9911,Hall bei Admont,Steiermark,47.59444,14.49083,2025-07-14,15.6,21.2,16.4,21.7,14.3,,-1.0,9.7,1.6,0
9919,Windischgarsten,Oberösterreich,47.72028,14.32611,2025-07-14,16.3,21.2,17.2,24.9,11.6,,,3.1,4.5,0
9925,Rottenmann,Steiermark,47.50767,14.43028,2025-07-14,14.9,21.0,15.7,21.9,13.2,,-1.0,5.4,2.8,0
10005,Mooslandl,Steiermark,47.64753,14.76167,2025-07-14,16.0,20.8,17.1,25.2,11.8,,-1.0,11.6,4.7,0
10111,Präbichl,Steiermark,47.52158,14.95416,2025-07-14,12.9,15.7,13.3,21.9,9.8,,-1.0,11.0,5.4,0
10200,Aflenz,Steiermark,47.54594,15.24069,2025-07-14,12.6,20.3,18.1,25.3,12.2,,,,3.0,0
10401,Mürzzuschlag,Steiermark,47.60222,15.67278,2025-07-14,14.4,21.9,20.1,26.2,13.5,,-1.0,0.1,4.1,0
10412,Rax Seilbahnbergstation,Niederösterreich,47.7175,15.77861,2025-07-14,15.0,16.9,12.2,19.7,12.2,,-1.0,2.1,,0
10415,Semmering,Niederösterreich,47.63325,15.82839,2025-07-14,12.1,18.8,17.4,23.0,11.6,,0.1,,,0
10500,Mönichkirchen,Niederösterreich,47.51111,16.03333,2025-07-14,20.3,22.7,18.1,23.9,14.2,,-1.0,1.5,3.4,0
10510,Reichenau an der Rax,Niederösterreich,47.69972,15.83694,2025-07-14,17.1,21.9,22.0,28.9,13.6,,-1.0,,5.9,0
10531,Pottschach,Niederösterreich,47.70083,16.00806,2025-07-14,19.6,20.5,22.7,29.9,16.1,,-1.0,5.8,6.7,0
10607,Aspang,Niederösterreich,47.575,16.10139,2025-07-14,15.8,26.7,18.5,29.2,10.5,,-1.0,7.8,4.9,0
10710,Mattersburg,Burgenland,47.745,16.38917,2025-07-14,20.7,29.9,24.0,30.8,14.3,,-1.0,-1.0,7.7,0
10720,Neudorf bei Landsee,Burgenland,47.56278,16.38139,2025-07-14,24.6,29.4,22.8,29.7,16.2,,1.8,,7.3,0
11102,Bregenz,Vorarlberg,47.49917,9.74611,2025-07-14,,,,,,,0.1,2.3,,0
11104,Bregenz,Vorarlberg,47.49917,9.74611,2025-07-14,20.6,23.1,24.7,27.2,18.5,,-1.0,,5.1,0
11106,Fraxern,Vorarlberg,47.31417,9.67444,2025-07-14,17.4,19.8,20.5,24.2,16.6,,0.2,1.0,2.6,0
11114,Dornbirn,Vorarlberg,47.4325,9.72556,2025-07-14,18.1,21.6,24.6,26.3,17.6,,2.3,,4.0,0
11115,Feldkirch,Vorarlberg,47.27111,9.60972,2025-07-14,19.1,23.1,22.4,26.2,18.1,,0.1,0.6,2.3,0
11116,Laterns-Gapfohl,Vorarlberg,47.27503,9.75992,2025-07-14,12.8,14.7,15.7,16.8,11.2,,0.3,2.1,2.1,0
11135,Alberschwende,Vorarlberg,47.4575,9.84861,2025-07-14,17.9,20.4,22.7,24.5,15.7,,0.1,,4.5,0
11146,Rohrspitz,Vorarlberg,47.49722,9.63,2025-07-14,19.8,24.3,24.5,27.7,18.6,,0.2,1.7,4.9,0
11200,Schoppernau,Vorarlberg,47.311111,10.018611,2025-07-14,,,,,,,,,,0
11203,Schoppernau,Vorarlberg,47.31139,10.01778,2025-07-14,15.6,18.9,20.3,22.4,12.1,,0.4,1.4,1.9,0
11301,Schröcken,Vorarlberg,47.26167,10.08611,2025-07-14,14.3,16.5,17.0,20.2,13.8,,1.7,1.8,0.8,0
11305,Warth,Vorarlberg,47.25583,10.18611,2025-07-14,12.3,14.7,16.2,17.9,11.4,,2.4,4.1,0.6,0
11306,Warth,Vorarlberg,47.256943,10.185555,2025-07-14,,,,,,,2.3,3.0,,0
11311,Mittelberg,Vorarlberg,47.32333,10.1525,2025-07-14,14.6,18.0,16.0,20.1,12.7,,0.7,,0.8,0
11401,Holzgau,Tirol,47.262501,10.342222,2025-07-14,,,,,,,1.4,,,0
11402,Holzgau,Tirol,47.25758,10.33867,2025-07-14,13.3,16.8,16.9,19.4,10.8,,1.2,1.5,0.5,0
11410,Tannheim,Tirol,47.50028,10.50583,2025-07-14,18.0,19.0,17.5,21.5,11.8,,-1.0,0.9,2.1,0
11505,Reutte,Tirol,47.49444,10.71528,2025-07-14,17.7,19.7,16.4,23.0,13.4,,-1.0,,1.5,0
11506,Reutte,Tirol,47.494999,10.715278,2025-07-14,,,,,,,-1.0,2.9,,0
11602,Ehrwald,Tirol,47.404724,10.920278,2025-07-14,,,,,,,,,,0
11603,Ehrwald,Tirol,47.40417,10.92,2025-07-14,14.3,18.4,17.1,22.0,12.1,,0.1,5.3,0.9,0
11706,Seefeld,Tirol,47.32478,11.17542,2025-07-14,14.0,15.8,17.2,19.4,8.4,,0.1,2.0,2.1,0
11800,Innsbruck Flughafen,Tirol,47.25888,11.35528,2025-07-14,,,,,,,0.0,1.9,,0
11803,Innsbruck Universität,Tirol,47.25986,11.38425,2025-07-14,17.1,19.1,20.9,23.5,14.8,,-1.0,,3.3,0
11804,Innsbruck Flughafen,Tirol,47.25999,11.35667,2025-07-14,16.5,18.8,20.5,23.3,13.4,,-1.0,1.9,3.3,0
11901,Jenbach,Tirol,47.38878,11.75814,2025-07-14,16.2,18.6,18.5,21.6,13.2,,-1.0,6.8,2.4,0
12015,Alpbach,Tirol,47.39667,11.93944,2025-07-14,16.3,17.0,17.1,20.8,12.6,,,2.9,2.2,0
12016,Alpbach,Tirol,47.39639,11.94055,2025-07-14,,,,,,,,,,0
12203,Kitzbühel,Tirol,47.44389,12.38917,2025-07-14,16.9,18.2,17.7,21.6,12.9,,-1.0,6.0,3.0,0
12215,Hahnenkamm-Ehrenbachhöhe,Tirol,47.41831,12.35928,2025-07-14,14.3,10.3,11.7,15.1,10.1,,,,1.4,10
12216,Hahnenkamm-Sonnenrast,Tirol,47.409168,12.359445,2025-07-14,,,,,,,-1.0,13.7,,0
12231,Mittersill,Salzburg,47.279167,12.495833,2025-07-14,13.7,17.2,16.3,20.4,9.8,,-1.0,7.1,2.3,0
12302,Saalbach,Salzburg,47.38789,12.64844,2025-07-14,14.3,16.3,15.9,20.7,10.0,,0.3,9.0,2.4,0
12311,Schmittenhöhe,Salzburg,47.32872,12.73794,2025-07-14,13.8,9.1,10.1,15.3,8.9,,,,2.6,0
12323,Zell am See,Salzburg,47.29,12.78639,2025-07-14,13.3,17.1,17.3,20.3,10.5,,0.4,,1.7,0
12351,Hochfilzen,Tirol,47.47028,12.62111,2025-07-14,12.6,16.6,16.0,20.0,12.3,,0.1,9.9,1.1,0
12352,Hochflizen,Tirol,47.470276,12.621111,2025-07-14,,,,,,,0.1,11.5,,0
12504,Bischofshofen,Salzburg,47.40667,13.22111,2025-07-14,14.9,17.9,18.2,22.7,13.7,,-1.0,16.6,3.4,0
12506,Bischofshofen-Buchberg,Salzburg,47.400002,13.216666,2025-07-14,,,,,,,,,,10
12513,St. Veit im Pongau,Salzburg,47.32917,13.155,2025-07-14,15.5,18.8,17.5,21.9,12.2,,-1.0,4.4,3.7,0
12530,St. Johann im Pongau,Salzburg,47.31981,13.18672,2025-07-14,15.4,19.3,17.4,22.7,12.1,,-1.0,4.9,,0
12616,Radstadt-Tandalier,Salzburg,47.38,13.44083,2025-07-14,14.3,19.1,16.6,23.8,12.9,,-1.0,8.4,3.1,0
12711,Ramsau am Dachstein,Steiermark,47.42514,13.63428,2025-07-14,13.0,18.9,14.2,20.2,9.7,,-1.0,6.8,4.1,0
12720,Dachstein-Hunerkogel,Oberösterreich,47.46778,13.62639,2025-07-14,,,,,,,,,,0
12721,Dachstein-Schladminger Gletscher,Oberösterreich,47.474445,13.6325,2025-07-14,6.6,7.2,5.4,8.7,5.3,,-1.0,11.4,,0
