station,name,state,lat,lon,date,tl_i,tl_ii,tl_iii,tlmax,tlmin,rr,rr_i,rr_iii,so_h,so_h_flag
12015,Alpbach,Tirol,47.39667,11.93944,2025-07-13,14.3,19.7,18.9,22.4,11.8,,0.6,,4.8,0
12016,Alpbach,Tirol,47.39639,11.94055,2025-07-13,,,,,,,,,,0
12203,Kitzbühel,Tirol,47.44389,12.38917,2025-07-13,14.3,18.0,18.8,25.6,12.3,3.5,0.3,3.5,4.7,10
12215,Hahnenkamm-Ehrenbachhöhe,Tirol,47.41831,12.35928,2025-07-13,10.9,10.4,13.5,17.3,9.2,,,,4.5,10
12216,Hahnenkamm-Sonnenrast,Tirol,47.409168,12.359445,2025-07-13,,,,,,7.3,1.3,7.3,,10
12231,Mittersill,Salzburg,47.279167,12.495833,2025-07-13,13.2,22.0,17.3,23.9,10.1,1.6,-1.0,1.6,6.4,10
12302,Saalbach,Salzburg,47.38789,12.64844,2025-07-13,12.1,19.7,15.5,23.5,10.4,11.2,0.5,10.9,4.9,10
12311,Schmittenhöhe,Salzburg,47.32872,12.73794,2025-07-13,9.3,14.5,11.7,16.6,8.2,,0.1,3.9,5.9,0
12323,Zell am See,Salzburg,47.29,12.78639,2025-07-13,12.8,24.1,17.3,24.9,11.1,0.6,-1.0,0.2,6.6,10
12351,Hochfilzen,Tirol,47.47028,12.62111,2025-07-13,12.7,17.2,17.2,23.5,11.6,1.0,-1.0,0.9,5.3,10
12352,Hochflizen,Tirol,47.470276,12.621111,2025-07-13,,,,,,1.6,0.1,1.5,,0
12504,Bischofshofen,Salzburg,47.40667,13.22111,2025-07-13,13.5,25.7,18.3,27.0,12.0,2.4,0.1,2.4,6.9,0
12506,Bischofshofen-Buchberg,Salzburg,47.400002,13.216666,2025-07-13,,,,,,,,,,10
12513,St. Veit im Pongau,Salzburg,47.32917,13.155,2025-07-13,14.0,26.2,17.9,26.6,11.1,3.9,0.3,3.9,8.0,10
12530,St. Johann im Pongau,Salzburg,47.31981,13.18672,2025-07-13,14.2,26.4,16.8,26.7,11.4,11.1,0.1,11.1,,10
12616,Radstadt-Tandalier,Salzburg,47.38,13.44083,2025-07-13,13.2,26.8,15.9,27.4,10.0,23.0,0.3,23.0,6.8,10
12711,Ramsau am Dachstein,Steiermark,47.42514,13.63428,2025-07-13,10.8,22.5,13.8,23.4,9.9,10.0,0.3,10.0,5.8,10
12720,Dachstein-Hunerkogel,Oberösterreich,47.46778,13.62639,2025-07-13,,,,,,,,,6.5,10
12721,Dachstein-Schladminger Gletscher,Oberösterreich,47.474445,13.6325,2025-07-13,7.1,10.0,7.0,10.6,4.6,14.6,-1.0,14.6,,10
12811,Gröbming,Steiermark,47.44678,13.90422,2025-07-13,12.9,25.9,16.6,26.3,10.8,13.1,3.5,13.1,5.8,10
13116,Seckau,Steiermark,47.27083,14.77861,2025-07-13,12.0,23.1,14.8,24.2,8.6,,4.2,10.2,4.7,0
13120,Kalwang,Steiermark,47.42126,14.75961,2025-07-13,12.5,24.7,16.9,24.9,10.8,0.2,4.5,0.2,3.4,10
13302,Bruck an der Mur,Steiermark,47.40556,15.24972,2025-07-13,14.6,26.4,17.5,27.3,13.4,3.1,7.8,3.1,4.7,10
13308,Frohnleiten,Steiermark,47.25556,15.315,2025-07-13,15.5,24.8,17.4,27.0,13.4,4.5,0.7,4.5,5.4,10
13312,Leoben,Steiermark,47.37833,15.08667,2025-07-13,15.1,27.4,17.5,28.2,13.0,4.4,5.7,4.4,5.6,10
13401,Kapfenberg Flugfeld,Steiermark,47.45833,15.33556,2025-07-13,14.2,26.2,17.6,26.8,12.6,0.3,2.1,0.3,5.3,10
13515,Fischbach,Steiermark,47.44417,15.64389,2025-07-13,15.8,21.8,16.9,23.3,9.8,0.6,6.9,0.2,7.5,10
13605,Hartberg,Steiermark,47.28056,15.97861,2025-07-13,18.3,29.1,18.9,29.5,12.7,,0.1,,9.9,0
13606,Rohrbach an der Lafnitz/Eichberg,Steiermark,47.4,15.93694,2025-07-13,19.4,26.0,17.0,26.9,12.5,6.2,0.3,5.5,8.3,10
13640,Kroisegg,Burgenland,47.378613,16.042223,2025-07-13,18.3,27.4,18.7,27.9,11.6,1.1,0.2,-1.0,7.6,10
13702,Bernstein,Burgenland,47.40833,16.26139,2025-07-13,18.6,25.2,18.0,26.1,13.7,,0.1,2.7,10.0,0
13707,Bad Tatzmannsdorf,Burgenland,47.328056,16.228056,2025-07-13,19.1,28.1,19.6,28.6,12.2,,-1.0,0.6,10.3,0
13811,Rechnitz,Burgenland,47.30139,16.45417,2025-07-13,19.3,28.7,24.4,29.6,14.9,,-1.0,-1.0,11.1,0
13907,Lutzmannsburg,Burgenland,47.46528,16.64556,2025-07-13,20.6,29.6,22.8,30.4,14.5,,-1.0,-1.0,8.7,0
14103,Bludenz,Vorarlberg,47.14778,9.82944,2025-07-13,16.2,25.8,23.1,27.0,14.6,2.3,0.5,2.3,4.6,10
14105,Bludenz,Vorarlberg,47.142222,9.835834,2025-07-13,,,,,,,,,,0
14115,Brand,Vorarlberg,47.10306,9.73833,2025-07-13,14.0,22.3,19.4,23.8,11.3,3.1,0.4,1.7,4.5,10
14301,St. Anton am Arlberg,Tirol,47.13167,10.27,2025-07-13,,,,,,,,,,
14302,St. Anton am Arlberg,Tirol,47.13139,10.26667,2025-07-13,11.7,19.5,16.5,21.6,9.5,,0.7,,3.4,0
14305,Galzig,Tirol,47.12972,10.23028,2025-07-13,9.9,13.9,11.5,14.5,8.2,6.3,0.2,2.3,3.7,10
14308,Valluga,Tirol,47.1575,10.21278,2025-07-13,4.3,7.6,6.9,8.2,3.4,,,,,10
14310,Langen am Arlberg,Vorarlberg,47.134998,10.124722,2025-07-13,,,,,,6.2,-1.0,-1.0,,0
14311,Langen am Arlberg,Vorarlberg,47.13167,10.12333,2025-07-13,13.4,20.6,16.9,21.5,11.8,8.8,0.5,3.1,4.0,10
14403,Landeck,Tirol,47.14025,10.56364,2025-07-13,14.4,22.1,19.9,23.6,12.7,3.3,3.2,2.3,4.3,10
14513,Imst,Tirol,47.23694,10.74222,2025-07-13,14.2,21.4,19.9,24.1,13.3,,3.2,,4.3,0
14521,Prutz,Tirol,47.06861,10.66472,2025-07-13,13.6,22.8,17.9,24.2,10.9,,-1.0,0.3,3.7,0
14602,Haiming,Tirol,47.25861,10.879167,2025-07-13,,,,,,,3.2,1.0,,0
14603,Haiming,Tirol,47.25972,10.88944,2025-07-13,14.5,22.4,19.9,24.4,13.1,,2.9,,4.7,0
14621,St. Leonhard-Neurur,Tirol,47.022221,10.864445,2025-07-13,,,,,,,,,,0
14622,St. Leonhard im Pitztal,Tirol,47.02722,10.86556,2025-07-13,11.4,18.5,13.2,19.6,8.5,,-1.0,,2.3,0
14631,Umhausen,Tirol,47.13917,10.92889,2025-07-13,13.4,21.9,19.0,22.3,11.1,0.7,2.4,0.7,4.0,10
14701,Neustift/Milders,Tirol,47.10278,11.29194,2025-07-13,13.3,18.6,18.0,23.5,10.8,4.2,0.2,4.2,3.3,10
14802,Brenner,Tirol,47.00722,11.51083,2025-07-13,12.8,14.0,15.0,18.7,11.0,1.3,-1.0,1.3,3.5,10
14812,Patscherkofel,Tirol,47.20889,11.46222,2025-07-13,7.4,11.2,9.8,12.1,5.6,,1.6,,4.9,0
14822,Rinn,Tirol,47.24917,11.50389,2025-07-13,13.9,20.8,20.2,23.4,12.4,0.3,2.3,0.3,4.8,10
14825,Schmirn,Tirol,47.08722,11.58028,2025-07-13,11.7,14.7,15.1,19.7,8.6,1.7,0.5,1.7,4.8,10
14833,Steinach am Brenner,Tirol,47.09833,11.46611,2025-07-13,14.4,17.5,18.7,22.7,12.1,2.3,0.4,2.3,4.7,10
14834,Steinach in Tirol,Tirol,47.083332,11.466666,2025-07-13,,,,,,2.5,,,,0
14912,Hintertux,Tirol,47.10694,11.675,2025-07-13,12.1,13.0,15.3,21.5,7.9,2.5,1.2,2.5,4.8,10
15001,Mayrhofen,Tirol,47.159443,11.850555,2025-07-13,,,,,,1.8,0.6,1.8,,0
15002,Mayrhofen,Tirol,47.1625,11.85139,2025-07-13,15.1,17.6,19.8,25.4,12.1,1.7,0.7,1.7,5.2,10
15105,Krimml,Salzburg,47.22911,12.18197,2025-07-13,12.7,18.8,17.6,24.6,11.5,0.5,0.1,0.5,5.5,10
15210,Virgen,Tirol,47.00278,12.45592,2025-07-13,12.5,19.5,17.2,20.9,10.9,0.3,0.8,0.3,4.7,10
15300,Enzingerboden,Salzburg,47.166667,12.633333,2025-07-13,,,,,,,,,,0
15321,Rudolfshütte,Salzburg,47.13492,12.62594,2025-07-13,6.8,10.9,9.4,12.5,5.8,4.5,0.5,4.5,5.7,10
15344,Kals,Tirol,47.00478,12.6465,2025-07-13,11.2,17.9,15.7,20.3,9.8,1.1,1.2,1.1,3.3,10
15402,Rauris,Salzburg,47.22353,12.99262,2025-07-13,12.9,23.9,15.9,24.2,8.1,,-1.0,0.6,6.5,0
15411,Sonnblick,Salzburg,47.05417,12.9575,2025-07-13,1.5,3.6,3.5,4.1,0.4,2.2,-1.0,2.2,1.5,0
15430,Kolm-Saigurn,Salzburg,47.06944,12.98472,2025-07-13,14.3,17.1,13.7,19.6,9.4,2.0,0.1,0.7,4.8,10
15501,Bad Gastein,Salzburg,47.11056,13.13336,2025-07-13,11.6,22.8,16.5,24.1,8.7,-1.0,-1.0,-1.0,4.4,0
15506,Bad Hofgastein,Salzburg,47.161944,13.108056,2025-07-13,,,,,,,,,,0
15509,Großarltal,Salzburg,47.24144,13.19478,2025-07-13,11.9,24.1,15.9,25.9,8.8,,-1.0,0.0,6.0,0
15610,Obertauern,Salzburg,47.24889,13.55972,2025-07-13,8.7,16.3,11.5,18.4,7.1,4.1,0.2,4.1,5.9,10
15640,Kölnbreinsperre,Kärnten,47.08305,13.346111,2025-07-13,8.3,13.1,11.0,14.2,7.4,3.0,0.7,3.0,6.5,10
15702,St. Michael im Lungau,Salzburg,47.09447,13.62269,2025-07-13,11.9,22.0,17.0,23.0,10.3,1.8,1.0,1.8,5.6,10
15712,Tamsweg,Salzburg,47.13306,13.80833,2025-07-13,12.2,22.4,17.2,24.0,9.5,1.4,2.2,1.4,5.5,10
15715,Katschberg,Kärnten,47.06056,13.61472,2025-07-13,10.5,16.7,12.4,18.3,8.3,5.1,2.0,5.1,5.2,10
15721,Mariapfarr,Salzburg,47.15222,13.745,2025-07-13,11.3,22.5,17.1,23.0,7.9,0.7,2.1,0.7,4.8,10
15901,Oberwölz,Steiermark,47.20206,14.28669,2025-07-13,12.2,19.0,15.7,22.8,10.8,6.1,4.6,6.1,4.6,10
15912,Stolzalpe,Steiermark,47.12303,14.18822,2025-07-13,10.8,18.1,15.5,19.6,7.9,0.4,4.4,0.4,5.1,10
15920,Murau,Steiermark,47.11111,14.17694,2025-07-13,12.6,21.3,17.5,24.3,11.6,0.2,2.0,0.2,4.9,10
16015,Neumarkt,Steiermark,47.06972,14.42472,2025-07-13,11.5,21.8,15.7,24.5,10.7,,3.3,,5.5,0
16101,Zeltweg,Steiermark,47.19983,14.74689,2025-07-13,14.2,24.8,15.9,25.5,11.1,11.7,3.3,11.7,5.3,10
16308,Köflach,Steiermark,47.070277,15.087222,2025-07-13,16.6,28.2,19.3,28.7,12.1,0.0,0.1,0.0,7.0,10
16400,Graz Thalerhof Flughafen,Steiermark,46.98056,15.44,2025-07-13,17.6,28.2,21.8,30.0,13.0,,-1.0,,6.7,0
16411,St. Radegund,Steiermark,47.18211,15.48978,2025-07-13,17.8,26.5,17.8,26.9,13.1,1.9,-1.0,0.8,9.3,10
16412,Graz Universität,Steiermark,47.07767,15.44892,2025-07-13,,,,,,,,,9.1,10
16413,Graz Straßgang,Steiermark,47.04611,15.41028,2025-07-13,18.3,29.3,21.1,30.3,14.0,-1.0,0.0,-1.0,7.3,10
16414,Graz Universität/Heinrichstraße,Steiermark,47.08,15.448056,2025-07-13,18.4,28.5,19.4,30.2,14.3,2.0,-1.0,2.0,,10
16421,Schöckl,Steiermark,47.19861,15.46639,2025-07-13,14.5,17.7,12.7,19.3,10.0,5.5,0.0,3.9,7.1,10
16501,Gleisdorf,Steiermark,47.11556,15.70806,2025-07-13,18.0,27.9,19.7,28.9,12.1,12.2,-1.0,12.2,9.8,10
16511,Laßnitzhöhe,Steiermark,47.07361,15.59222,2025-07-13,19.4,27.0,18.1,27.5,14.1,,-1.0,11.1,8.6,0
16601,Fürstenfeld,Steiermark,47.03083,16.08083,2025-07-13,20.2,28.5,24.4,29.6,13.3,-1.0,-1.0,-1.0,10.2,0
16702,Güssing,Burgenland,47.0625,16.32186,2025-07-13,19.0,28.9,26.2,30.0,13.9,-1.0,0.4,-1.0,11.1,0
16711,Wörterberg,Burgenland,47.22619,16.09678,2025-07-13,17.6,27.5,19.8,28.0,13.6,0.5,-1.0,0.5,11.1,10
16800,Kleinzicken,Burgenland,47.2075,16.326667,2025-07-13,18.8,28.6,22.8,29.9,12.3,-1.0,-1.0,-1.0,11.5,10
16906,Gaschurn,Vorarlberg,46.980278,10.031667,2025-07-13,13.3,21.7,18.2,22.4,11.7,2.1,-1.0,2.1,2.6,10
17002,Galtür,Tirol,46.96806,10.18556,2025-07-13,10.9,18.3,13.9,19.4,7.6,2.3,0.4,2.1,3.7,10
17003,Galtür,Tirol,46.964443,10.189167,2025-07-13,,,,,,,,,,0
17005,Ischgl-Idalpe,Tirol,46.9825,10.31722,2025-07-13,9.9,11.9,12.0,13.3,7.1,,0.1,5.1,4.2,0
17102,Nauders,Tirol,46.89111,10.49694,2025-07-13,13.8,18.6,15.2,20.4,11.4,1.9,0.1,1.9,3.5,10
17301,Obergurgl,Tirol,46.86694,11.02444,2025-07-13,10.4,14.6,11.5,16.6,7.5,5.7,0.4,5.7,1.4,10
17315,Pitztaler Gletscher,Tirol,46.92706,10.87914,2025-07-13,5.9,6.1,6.5,8.4,4.2,5.8,-1.0,5.8,2.3,10
17320,Brunnenkogel,Tirol,46.91278,10.86167,2025-07-13,0.3,1.7,1.2,3.5,-0.3,,,,1.0,10
17701,St. Jakob im Defereggental,Tirol,46.91694,12.35389,2025-07-13,10.9,18.2,15.7,20.4,9.0,0.5,4.6,0.5,2.2,10
17901,Lienz,Tirol,46.82555,12.80639,2025-07-13,16.5,24.0,20.1,25.2,12.8,0.0,1.7,0.0,4.7,10
18001,Döllach,Kärnten,46.95806,12.9025,2025-07-13,12.7,20.7,17.2,21.2,11.6,2.5,0.3,2.2,3.0,10
18111,Mallnitz,Kärnten,46.99194,13.16667,2025-07-13,11.9,19.3,15.6,21.2,11.0,,,6.3,3.9,0
18122,Obervellach,Kärnten,46.93528,13.19444,2025-07-13,15.1,23.6,20.3,24.8,12.9,,,-1.0,5.0,0
18210,Millstatt,Kärnten,46.80806,13.57278,2025-07-13,15.3,24.0,19.5,26.1,12.7,0.2,-1.0,0.1,4.9,10
18225,Spittal an der Drau,Kärnten,46.7905,13.48725,2025-07-13,15.8,23.1,21.5,25.9,12.2,0.1,-1.0,0.0,4.9,10
18231,Gmünd,Kärnten,46.90278,13.53417,2025-07-13,15.8,23.1,19.4,24.5,11.6,0.0,-1.0,0.0,6.5,10
18402,Flattnitz,Kärnten,46.94083,14.03611,2025-07-13,10.1,17.8,16.1,20.3,5.9,-1.0,1.1,-1.0,6.2,0
18502,Weitensfeld,Kärnten,46.84917,14.19083,2025-07-13,12.8,25.2,21.9,26.7,11.8,0.0,0.1,0.0,8.1,10
18601,Friesach,Kärnten,46.95861,14.40583,2025-07-13,14.4,24.8,19.3,25.8,10.5,-1.0,1.7,-1.0,6.1,10
18622,St. Veit an der Glan,Kärnten,46.73917,14.38556,2025-07-13,16.4,26.7,23.1,27.3,13.3,-1.0,-1.0,-1.0,10.0,10
18705,St. Andrä im Lavanttal,Kärnten,46.76417,14.82806,2025-07-13,16.4,28.0,24.5,28.9,11.7,-1.0,-1.0,-1.0,11.0,10
18805,Preitenegg,Kärnten,46.938333,14.920278,2025-07-13,14.8,21.9,17.4,23.2,10.9,-1.0,0.3,-1.0,,0
18906,Deutschlandsberg,Steiermark,46.82167,15.22694,2025-07-13,19.1,28.8,26.4,30.1,13.4,-1.0,-1.0,-1.0,10.5,10
19021,Leibnitz-Wagna,Steiermark,46.76739,15.55289,2025-07-13,19.6,29.5,27.1,30.7,14.2,-1.0,-1.0,-1.0,11.6,10
19204,Bad Gleichenberg,Steiermark,46.87222,15.90361,2025-07-13,20.7,28.6,25.5,29.4,13.7,-1.0,-1.0,-1.0,12.3,0
19205,Feldbach,Steiermark,46.94889,15.87972,2025-07-13,19.6,28.0,24.0,29.0,13.7,-1.0,0.2,-1.0,11.1,10
19505,Sillian,Tirol,46.74644,12.42358,2025-07-13,13.4,20.7,15.0,22.1,9.9,11.9,1.8,11.6,2.9,0
19700,Dellach,Kärnten,46.74189,13.08286,2025-07-13,16.8,25.5,18.7,26.3,12.7,,-1.0,1.5,4.8,0
19711,Kornat,Kärnten,46.685001,12.888889,2025-07-13,14.7,20.2,15.8,22.6,11.2,7.1,0.2,7.0,4.5,10
19720,Kötschach-Mauthen,Kärnten,46.67638,12.99833,2025-07-13,16.1,22.7,17.5,24.7,11.8,2.3,0.2,1.6,4.8,10
19821,Weißensee-Gatschach,Kärnten,46.71861,13.28583,2025-07-13,14.9,20.8,16.3,23.1,12.2,2.0,0.1,1.7,3.9,10
19911,Hermagor,Kärnten,46.60972,13.49222,2025-07-13,15.9,24.3,21.5,25.7,12.5,-1.0,0.1,-1.0,3.6,10
20002,Bad Bleiberg,Kärnten,46.62528,13.68444,2025-07-13,17.6,22.6,19.8,23.5,12.0,-1.0,-1.0,-1.0,6.1,10
20011,Fresach,Kärnten,46.71528,13.68528,2025-07-13,15.0,24.9,21.1,26.3,12.4,-1.0,-1.0,-1.0,3.7,10
20020,Villacher Alpe,Kärnten,46.60361,13.67333,2025-07-13,,,,,,,,,,0
20021,Villacher Alpe,Kärnten,46.60361,13.67278,2025-07-13,8.1,9.3,8.7,11.0,6.4,-1.0,0.1,-1.0,0.2,0
20101,Kanzelhöhe,Kärnten,46.67722,13.90194,2025-07-13,13.2,17.8,14.0,20.4,9.7,-1.0,-1.0,-1.0,7.7,10
20105,Arriach,Kärnten,46.72769,13.85244,2025-07-13,15.3,23.1,19.8,23.6,11.9,-1.0,-1.0,-1.0,7.4,10
20123,Villach Stadt,Kärnten,46.61806,13.87389,2025-07-13,19.3,25.6,23.6,28.6,14.2,-1.0,-1.0,-1.0,5.9,0
20202,Ferlach,Kärnten,46.53111,14.31417,2025-07-13,17.7,27.5,23.3,28.4,12.7,-1.0,-1.0,-1.0,7.8,0
20209,Klagenfurt/HTL1-Lastenstraße,Kärnten,46.61944,14.316667,2025-07-13,16.9,26.9,24.1,28.4,14.8,-1.0,-1.0,-1.0,10.0,10
20212,Klagenfurt Flughafen,Kärnten,46.64833,14.31833,2025-07-13,17.9,26.9,24.0,28.6,13.8,-1.0,-1.0,-1.0,9.8,10
20220,Pörtschach,Kärnten,46.63083,14.16528,2025-07-13,18.6,26.1,24.1,28.8,13.6,,-1.0,,9.7,0
20270,Feldkirchen,Kärnten,46.72194,14.09694,2025-07-13,15.7,28.2,23.6,28.8,13.1,-1.0,-1.0,-1.0,9.3,10
20411,Völkermarkt Goldbrunnhof,Kärnten,46.670834,14.639167,2025-07-13,17.3,26.5,23.7,27.7,11.5,-1.0,-1.0,-1.0,11.0,10
20412,Feistritz ob Bleiburg,Kärnten,46.561389,14.765,2025-07-13,16.9,26.9,23.8,28.0,11.8,-1.0,-1.0,-1.0,11.3,10
20903,Bad Radkersburg,Steiermark,46.69222,15.99333,2025-07-13,18.4,28.7,25.5,29.8,14.7,-1.0,-1.0,-1.0,12.9,10
21101,Loibl Tunnel,Kärnten,46.44389,14.24917,2025-07-13,16.1,19.7,15.6,20.1,13.6,2.4,0.0,2.4,4.6,10
21300,Bad Eisenkappel,Kärnten,46.49056,14.59333,2025-07-13,17.1,25.6,21.7,27.3,12.9,-1.0,-1.0,-1.0,6.9,10
1,Aflenz,Steiermark,47.54594,15.24069,2025-07-14,12.6,20.3,18.1,25.3,12.2,,,,3.0,0
2,Aigen im Ennstal,Steiermark,47.53278,14.13826,2025-07-14,14.8,22.2,16.5,22.7,13.1,,-1.0,,3.0,0
3,Allentsteig,Niederösterreich,48.69083,15.36694,2025-07-14,20.0,26.5,20.2,26.9,17.0,,-1.0,-1.0,8.5,0
4,Amstetten,Niederösterreich,48.10889,14.895,2025-07-14,20.4,,19.5,,,,-1.0,0.1,7.0,0
5,Bad Aussee,Steiermark,47.6105,13.75844,2025-07-14,14.5,19.3,16.4,21.5,13.5,,-1.0,6.2,2.5,0
6,Bad Bleiberg,Kärnten,46.62528,13.68444,2025-07-14,18.3,27.0,17.1,27.8,13.0,,-1.0,0.4,7.6,0
7,Bad Gastein,Salzburg,47.11056,13.13336,2025-07-14,12.6,19.0,15.3,21.7,9.4,,-1.0,5.2,4.0,0
8,Bad Gleichenberg,Steiermark,46.87222,15.90361,2025-07-14,22.2,30.9,18.8,31.2,14.4,,-1.0,2.3,9.7,0
9,Bad Goisern,Oberösterreich,47.62194,13.64472,2025-07-14,15.9,20.4,17.5,22.3,13.0,,,7.7,2.7,0
10,Bad Mitterndorf,Steiermark,47.55333,13.93472,2025-07-14,13.7,18.3,16.1,22.2,13.0,,-1.0,6.7,2.1,0
11,Bad Radkersburg,Steiermark,46.69222,15.99333,2025-07-14,19.9,32.0,20.7,32.6,15.9,,-1.0,0.0,11.0,0
13,Bernstein,Burgenland,47.40833,16.26139,2025-07-14,22.5,27.1,20.7,27.6,14.8,,,,8.3,0
14,Bischofshofen,Salzburg,47.40667,13.22111,2025-07-14,14.9,17.9,18.2,22.7,13.7,,-1.0,16.6,3.4,0
15,Bregenz,Vorarlberg,47.49917,9.74611,2025-07-14,20.6,23.1,24.7,27.2,18.5,,-1.0,,5.1,0
16,Brenner,Tirol,47.00722,11.51083,2025-07-14,12.8,13.3,14.5,16.9,10.8,,-1.0,6.0,1.4,0
17,Bruck an der Mur,Steiermark,47.40556,15.24972,2025-07-14,16.7,19.1,18.6,27.8,14.9,,-1.0,5.0,4.3,0
18,Bruckneudorf,Burgenland,48.01278,16.845,2025-07-14,20.9,30.0,24.6,30.3,15.1,,-1.0,-1.0,8.9,0
19,Dellach,Kärnten,46.74189,13.08286,2025-07-14,17.9,26.7,19.0,28.9,12.1,,,,7.6,0
20,Ehrwald,Tirol,47.40417,10.92,2025-07-14,14.3,18.4,17.1,22.0,12.1,,0.1,5.3,0.9,0
21,Bad Eisenkappel,Kärnten,46.49056,14.59333,2025-07-14,16.0,29.5,17.1,30.2,11.8,,-1.0,8.2,8.0,0
22,Eisenstadt Nordost,Burgenland,47.85417,16.53833,2025-07-14,20.2,30.8,24.5,31.2,15.3,,-1.0,-1.0,9.3,0
23,Enns,Oberösterreich,48.19583,14.45028,2025-07-14,20.0,23.9,21.3,27.1,14.5,,-1.0,-1.0,7.8,0
24,Feldkirch,Vorarlberg,47.27111,9.60972,2025-07-14,19.1,23.1,22.4,26.2,18.1,,0.1,0.6,2.3,0
25,Fischbach,Steiermark,47.44417,15.64389,2025-07-14,15.4,19.6,16.8,25.3,13.4,,0.4,0.0,6.9,0
26,Freistadt,Oberösterreich,48.49472,14.50639,2025-07-14,17.9,23.3,19.3,26.0,12.2,,-1.0,0.3,7.9,0
27,Gallspach,Oberösterreich,48.20422,13.825,2025-07-14,20.5,21.6,20.9,26.0,15.4,,0.3,,5.0,0
28,Galtür,Tirol,46.96806,10.18556,2025-07-14,12.4,15.9,13.6,17.7,8.7,,0.2,3.0,0.3,0
30,Graz Universität/Heinrichstraße,Steiermark,47.08,15.448056,2025-07-14,19.5,,19.6,30.4,16.4,,-1.0,10.7,,0
31,Groß-Enzersdorf,Niederösterreich,48.19975,16.55917,2025-07-14,21.1,29.8,24.3,30.6,14.8,,-1.0,1.9,9.3,0
32,Gumpoldskirchen,Niederösterreich,48.03583,16.28083,2025-07-14,20.0,28.9,23.8,30.3,13.9,,-1.0,-1.0,9.5,0
36,Hohe Wand/Hochkogelhaus,Niederösterreich,47.82222,16.035,2025-07-14,20.4,24.7,17.5,26.0,14.3,,-1.0,0.1,7.9,0
37,Schöngrabern,Niederösterreich,48.60333,16.06167,2025-07-14,22.2,28.6,24.6,30.8,13.4,,-1.0,-1.0,9.9,0
38,Imst,Tirol,47.23694,10.74222,2025-07-14,15.6,19.7,19.7,21.0,13.4,,,,0.6,0
39,Innsbruck Universität,Tirol,47.25986,11.38425,2025-07-14,17.1,19.1,20.9,23.5,14.8,,-1.0,,3.3,0
40,Irdning-Gumpenstein,Steiermark,47.495,14.09967,2025-07-14,14.7,22.2,16.3,22.5,11.4,,-1.0,8.5,4.3,0
42,Jenbach,Tirol,47.38878,11.75814,2025-07-14,16.2,18.6,18.5,21.6,13.2,,-1.0,6.8,2.4,0
43,Kals,Tirol,47.00478,12.6465,2025-07-14,13.2,15.1,14.3,20.7,9.8,,-1.0,3.7,4.1,0
44,Kalwang,Steiermark,47.42126,14.75961,2025-07-14,15.5,20.5,15.8,26.3,12.0,,-1.0,5.6,4.8,0
46,Krems,Niederösterreich,48.41861,15.62222,2025-07-14,20.0,30.3,24.5,31.4,13.6,,-1.0,-1.0,10.0,0
47,Krimml,Salzburg,47.22911,12.18197,2025-07-14,15.7,16.5,15.4,21.8,10.8,,-1.0,10.1,4.4,0
48,Klagenfurt Flughafen,Kärnten,46.64833,14.31833,2025-07-14,18.9,30.3,18.6,31.2,14.4,,-1.0,5.0,9.5,0
49,Kleinzicken,Burgenland,47.2075,16.326667,2025-07-14,20.0,27.0,20.8,29.6,12.8,,-1.0,1.0,7.8,0
50,Landeck,Tirol,47.14025,10.56364,2025-07-14,15.4,19.0,18.8,20.9,14.3,,1.0,0.7,0.3,0
51,Langenlebarn,Niederösterreich,48.32389,16.11806,2025-07-14,21.4,23.5,23.5,,,,-1.0,,9.4,0
52,Langenlois,Niederösterreich,48.4725,15.69722,2025-07-14,20.2,29.8,24.1,30.7,14.4,,-1.0,0.8,9.0,0
53,Laßnitzhöhe,Steiermark,47.07361,15.59222,2025-07-14,19.8,27.4,18.9,29.9,14.7,,,,9.2,0
54,Leibnitz-Wagna,Steiermark,46.76739,15.55289,2025-07-14,21.2,31.6,19.1,31.9,14.8,,-1.0,2.8,10.0,0
55,Lienz,Tirol,46.82555,12.80639,2025-07-14,17.5,22.1,21.2,27.0,13.4,,-1.0,,6.0,0
56,Linz Stadt,Oberösterreich,48.29639,14.28528,2025-07-14,19.7,22.2,21.7,27.3,16.6,,-1.0,4.4,7.4,0
57,Litschau,Niederösterreich,48.95464,15.03831,2025-07-14,20.5,26.2,19.1,27.4,12.9,,-1.0,-1.0,7.8,0
58,Lutzmannsburg,Burgenland,47.46528,16.64556,2025-07-14,19.5,30.3,22.6,31.0,14.1,,,,6.9,0
59,Mariazell/St.Sebastian Flugfeld,Steiermark,47.78917,15.30222,2025-07-14,11.3,21.5,16.8,24.0,10.5,,0.2,5.3,4.8,0
60,Mattsee,Salzburg,47.97722,13.10556,2025-07-14,20.7,19.7,20.0,24.0,18.4,,-1.0,0.9,3.6,0
61,Mayrhofen,Tirol,47.1625,11.85139,2025-07-14,17.2,18.0,18.2,22.2,12.4,,-1.0,7.3,2.9,0
62,Millstatt,Kärnten,46.80806,13.57278,2025-07-14,15.7,25.9,19.2,27.8,12.6,,0.1,,6.9,0
63,Mönichkirchen,Niederösterreich,47.51111,16.03333,2025-07-14,20.3,22.7,18.1,23.9,14.2,,-1.0,1.5,3.4,0
64,Neumarkt,Steiermark,47.06972,14.42472,2025-07-14,14.6,20.6,15.1,25.2,12.0,,-1.0,4.4,5.4,0
